Order ID,Customer ID,Customer Name,Gender,Age,Customer Segment,Email,Phone,City,State,Order Date,Delivery Date,Delivery Status,Delivery Partner,Return Reason,Product ID,Product Name,Size,Unit Price,Quantity,Total Amount,Discount Applied,Payment Method,Payment Status,Review Rating,Customer Lifetime Value
ORD11496,8619,Keya Majumdar,Male,50,Retail,aptewahab@example.com,6584866855,Nandyal,Uttar Pradesh,20-08-2024,27-08-2024,Delivered,BlueDart,,4,Bisleri Water Bottle 2L,2L,29,1,29,0.2,Credit Card,Paid,3.8,13319
ORD11497,4240,Mahika Kapur,Other,21,Online,rajeshrisunder@example.net,7955392871,Faridabad,West Bengal,20-10-2024,29-10-2024,Returned,XpressBees,Late Delivery,4,Bisleri Water Bottle 2L,2L,29,13,377,0.24,Debit Card,Failed,4.6,9146
ORD11498,5404,Avni Gera,Female,56,Retail,wishi26@example.net,7408472210,Bidhannagar,Karnataka,26-05-2025,28-05-2025,Returned,Ekart,Other,2,Bisleri Water Bottle 500ml,500ml,26,10,260,0.18,Debit Card,Pending,3.8,8616
ORD11499,5002,Ayushman Nori,Male,19,Online,jchauhan@example.com,9.14926E+11,Gopalpur,Uttar Pradesh,04-11-2024,13-11-2024,Returned,Delhivery,Late Delivery,2,Bisleri Water Bottle 500ml,500ml,26,2,52,0.13,Credit Card,Pending,3.8,15222
ORD11500,6760,Chaitanya Gola,Female,43,Retail,cjani@example.net,4879120652,Bijapur,Gujarat,25-11-2024,30-11-2024,Delivered,XpressBees,,2,Bisleri Water Bottle 500ml,500ml,26,9,234,0.28,Debit Card,Failed,2.2,942
ORD11501,9600,Anvi Kashyap,Male,44,Online,vdhaliwal@example.com,9.15664E+11,Bhiwani,Gujarat,06-06-2025,11-06-2025,Delivered,Delhivery,,5,Bisleri Water Bottle 5L,5L,120,16,1920,0.1,Credit Card,Paid,2.3,18081
ORD11502,1309,Qadim Varma,Other,44,Retail,dhaliwalzinal@example.com,9.19203E+11,Malda,West Bengal,15-06-2025,22-06-2025,Delivered,BlueDart,,3,Bisleri Water Bottle 1L,1L,113,1,113,0.02,Net Banking,Pending,3.9,16614
ORD11503,4125,Laksh Sawhney,Female,50,Wholesale,senguptagaurangi@example.com,9.14118E+11,Surat,Gujarat,07-02-2025,17-02-2025,Pending,Delhivery,,3,Bisleri Water Bottle 1L,1L,113,10,1130,0.11,Debit Card,Failed,1,3977
ORD11504,3054,Vaishnavi Prakash,Other,32,Online,charitagaba@example.org,5530933715,Yamunanagar,Uttar Pradesh,03-03-2025,08-03-2025,Pending,Delhivery,,1,Bisleri Water Bottle 250ml,250ml,138,12,1656,0.06,Net Banking,Pending,4,17468
ORD11505,2742,Vyanjana Kalla,Other,50,Wholesale,jagdish54@example.com,9137496398,Karaikudi,Madhya Pradesh,18-10-2024,21-10-2024,Pending,Delhivery,,3,Bisleri Water Bottle 1L,1L,113,11,1243,0.12,Credit Card,Pending,3.2,18907
ORD11506,8862,Oviya Khurana,Female,49,Wholesale,aaditrivedi@example.com,4543817873,North Dumdum,Madhya Pradesh,11-11-2024,17-11-2024,Returned,Delhivery,Customer Cancelled,3,Bisleri Water Bottle 1L,1L,113,11,1243,0.08,Debit Card,Failed,1.8,2200
ORD11507,3162,Geetika Patil,Other,18,Retail,tnarasimhan@example.net,9.19961E+11,Sirsa,West Bengal,16-12-2024,22-12-2024,Delivered,EcomExpress,,4,Bisleri Water Bottle 2L,2L,29,4,116,0.14,Cash on Delivery,Paid,4.7,5796
ORD11508,3748,Samaksh Dewan,Other,37,Online,jsuresh@example.net,2092544916,Jorhat,Madhya Pradesh,12-01-2025,20-01-2025,Pending,Delhivery,,4,Bisleri Water Bottle 2L,2L,29,19,551,0.03,Net Banking,Paid,2.3,2845
ORD11509,4240,Watika Kaul,Male,42,Online,kravi@example.org,9.19296E+11,Hospet,Delhi,22-04-2025,02-05-2025,Pending,Delhivery,,4,Bisleri Water Bottle 2L,2L,29,1,29,0.02,UPI,Failed,4.7,20019
ORD11510,2382,Varenya Venkatesh,Female,43,Online,walikrishna@example.com,9.13135E+11,Udaipur,Delhi,03-11-2024,07-11-2024,Delivered,XpressBees,,3,Bisleri Water Bottle 1L,1L,113,10,1130,0.03,Credit Card,Failed,2.3,15664
ORD11511,9397,Agastya Hans,Other,54,Retail,kakarvritti@example.org,689401423,Jamshedpur,Telangana,12-11-2024,19-11-2024,Pending,BlueDart,,1,Bisleri Water Bottle 250ml,250ml,138,19,2622,0.1,Cash on Delivery,Failed,2.2,7164
ORD11512,5389,Vaishnavi Kibe,Male,26,Wholesale,balfrederick@example.net,636991736,Bathinda,Gujarat,07-04-2025,09-04-2025,Delivered,XpressBees,,1,Bisleri Water Bottle 250ml,250ml,138,10,1380,0.12,Credit Card,Failed,2.8,6801
ORD11513,6255,Urmi Soman,Female,52,Online,ekansh48@example.org,4772790472,Imphal,Uttar Pradesh,08-06-2025,17-06-2025,Delivered,EcomExpress,,1,Bisleri Water Bottle 250ml,250ml,138,7,966,0.14,Debit Card,Paid,3,20741
ORD11514,7112,Aradhana Sood,Other,23,Wholesale,lakshitchawla@example.com,9.1755E+11,Bellary,Telangana,05-01-2025,08-01-2025,Delivered,Ekart,,1,Bisleri Water Bottle 250ml,250ml,138,12,1656,0.23,Debit Card,Paid,1.6,6500
ORD11515,5897,Vrishti Dass,Male,46,Online,vohrarachita@example.org,9.19128E+11,Sasaram,Karnataka,05-08-2024,14-08-2024,Delivered,BlueDart,,4,Bisleri Water Bottle 2L,2L,29,12,348,0.29,Debit Card,Pending,4.5,4781
ORD11516,1324,Ishwar Ghosh,Other,31,Retail,naveen42@example.org,9.14676E+11,Darbhanga,Uttar Pradesh,02-02-2025,04-02-2025,Returned,Delhivery,Damaged Product,5,Bisleri Water Bottle 5L,5L,120,4,480,0.21,UPI,Failed,3.3,7573
ORD11517,5667,Wazir Goel,Female,42,Wholesale,rajatajaggi@example.com,9.13084E+11,Malegaon,Delhi,13-01-2025,20-01-2025,Pending,Delhivery,,5,Bisleri Water Bottle 5L,5L,120,15,1800,0.29,Cash on Delivery,Failed,2.8,14226
ORD11518,2594,Ekanta Choudhury,Female,36,Online,wvaidya@example.org,8661253141,Erode,West Bengal,19-10-2024,23-10-2024,Delivered,XpressBees,,2,Bisleri Water Bottle 500ml,500ml,26,2,52,0.19,Credit Card,Pending,2.4,1667
ORD11519,9550,Arya Dhar,Male,40,Wholesale,sahavedika@example.net,9.12381E+11,Malegaon,Delhi,21-01-2025,26-01-2025,Delivered,EcomExpress,,4,Bisleri Water Bottle 2L,2L,29,14,406,0.23,Debit Card,Failed,2.1,13910
ORD11520,5873,Meera Srivastava,Female,40,Online,jacktoor@example.org,8750789630,Nizamabad,Telangana,30-12-2024,08-01-2025,Delivered,Delhivery,,1,Bisleri Water Bottle 250ml,250ml,138,15,2070,0.07,Debit Card,Pending,4.5,19552
ORD11521,4554,Parth Nagarajan,Female,28,Online,gopalbawa@example.net,9.10224E+11,Panchkula,Gujarat,27-02-2025,04-03-2025,Delivered,Delhivery,,4,Bisleri Water Bottle 2L,2L,29,2,58,0.02,Debit Card,Paid,2.9,16407
ORD11522,2710,Oeshi Raval,Male,57,Wholesale,vrau@example.org,4515803368,Sagar,Uttar Pradesh,04-06-2025,09-06-2025,Delivered,EcomExpress,,1,Bisleri Water Bottle 250ml,250ml,138,13,1794,0.09,Debit Card,Pending,3.1,8399
ORD11523,1845,Manthan Agarwal,Other,36,Retail,jagratimahal@example.net,9.11797E+11,Silchar,Rajasthan,12-06-2025,15-06-2025,Delivered,BlueDart,,4,Bisleri Water Bottle 2L,2L,29,8,232,0.12,Debit Card,Failed,2.7,7662
ORD11524,3903,Yash Kale,Other,46,Retail,fanne@example.net,7038410725,Tumkur,Karnataka,31-12-2024,03-01-2025,Pending,Delhivery,,5,Bisleri Water Bottle 5L,5L,120,6,720,0.05,Credit Card,Pending,4.3,7681
ORD11525,9799,Rudra Dube,Male,27,Online,idada@example.net,9.10818E+11,Arrah,Gujarat,03-04-2025,13-04-2025,Pending,BlueDart,,3,Bisleri Water Bottle 1L,1L,113,14,1582,0.22,Debit Card,Paid,3.7,2908
ORD11526,4414,David Khosla,Male,63,Wholesale,xitikhalsa@example.org,5962525814,Sasaram,Madhya Pradesh,27-10-2024,06-11-2024,Delivered,BlueDart,,5,Bisleri Water Bottle 5L,5L,120,19,2280,0.11,Net Banking,Paid,2.8,11643
ORD11527,9219,Warda Tella,Female,19,Online,adyawalla@example.com,1849375100,Panchkula,Tamil Nadu,26-07-2025,01-08-2025,Returned,Ekart,Damaged Product,3,Bisleri Water Bottle 1L,1L,113,8,904,0.25,Credit Card,Pending,2.8,15357
ORD11528,6990,Viraj Wason,Female,38,Wholesale,zpal@example.net,9.16644E+11,Guwahati,Telangana,04-06-2025,08-06-2025,Pending,BlueDart,,5,Bisleri Water Bottle 5L,5L,120,1,120,0.15,Credit Card,Paid,1.7,18168
ORD11529,4882,Amaira Bath,Other,37,Retail,tpandya@example.net,7901018671,Panvel,Madhya Pradesh,19-06-2025,26-06-2025,Delivered,Delhivery,,3,Bisleri Water Bottle 1L,1L,113,18,2034,0.25,Credit Card,Failed,1.1,13445
ORD11530,2054,Ekbal Mangal,Female,31,Retail,ojasnatarajan@example.org,4138245534,Farrukhabad,Rajasthan,27-03-2025,31-03-2025,Pending,XpressBees,,1,Bisleri Water Bottle 250ml,250ml,138,16,2208,0.11,Net Banking,Pending,4.7,19294
ORD11531,4908,Rachita Nigam,Other,32,Retail,dixitqadim@example.net,9.14969E+11,Latur,Tamil Nadu,05-10-2024,11-10-2024,Pending,Ekart,,4,Bisleri Water Bottle 2L,2L,29,1,29,0.07,Net Banking,Paid,2,4111
ORD11532,3810,Baghyawati Garg,Other,19,Wholesale,jtripathi@example.net,9.10871E+11,Bongaigaon,Tamil Nadu,21-12-2024,29-12-2024,Pending,Ekart,,2,Bisleri Water Bottle 500ml,500ml,26,4,104,0.13,UPI,Failed,4,17554
ORD11533,7049,Urmi Purohit,Male,23,Online,pahalatwal@example.net,9.10379E+11,Buxar,Delhi,22-06-2025,25-06-2025,Pending,XpressBees,,4,Bisleri Water Bottle 2L,2L,29,16,464,0.12,UPI,Paid,4,10881
ORD11534,5246,Chandani Peri,Male,47,Wholesale,chandanitesh@example.net,7652449127,Agra,Karnataka,09-02-2025,17-02-2025,Delivered,Ekart,,4,Bisleri Water Bottle 2L,2L,29,9,261,0,Debit Card,Paid,1.7,13127
ORD11535,3272,Zashil Dhaliwal,Other,47,Online,ogara@example.com,7592822051,Sasaram,Delhi,29-12-2024,06-01-2025,Returned,Ekart,Customer Cancelled,1,Bisleri Water Bottle 250ml,250ml,138,15,2070,0.24,Net Banking,Paid,4.7,8935
ORD11536,6721,Ekta Sura,Other,36,Online,pallavisoni@example.net,8542686871,Madurai,Madhya Pradesh,06-08-2024,15-08-2024,Returned,BlueDart,Customer Cancelled,1,Bisleri Water Bottle 250ml,250ml,138,17,2346,0.21,Cash on Delivery,Paid,2.3,16896
ORD11537,3375,George Tandon,Male,28,Online,warda03@example.org,4486707406,Bokaro,Karnataka,26-11-2024,05-12-2024,Pending,XpressBees,,5,Bisleri Water Bottle 5L,5L,120,15,1800,0.27,Net Banking,Paid,3.1,19925
ORD11538,7048,Neelima Hegde,Male,53,Retail,mahika63@example.com,9.10452E+11,Durg,Telangana,21-03-2025,25-03-2025,Returned,XpressBees,Customer Cancelled,5,Bisleri Water Bottle 5L,5L,120,12,1440,0.12,Cash on Delivery,Pending,4.5,3457
ORD11539,3080,Radhika Chahal,Other,61,Wholesale,tmodi@example.org,6531112452,Gudivada,Maharashtra,15-06-2025,22-06-2025,Delivered,Delhivery,,1,Bisleri Water Bottle 250ml,250ml,138,1,138,0.09,Credit Card,Pending,2.7,8237
ORD11540,8799,Januja Nagy,Female,62,Online,vigsamuel@example.org,960661965,Hubli–Dharwad,Telangana,25-01-2025,02-02-2025,Delivered,Ekart,,3,Bisleri Water Bottle 1L,1L,113,3,339,0.24,Credit Card,Paid,3,17733
ORD11541,1215,Wazir Pal,Other,57,Retail,ranganathanurmi@example.net,9.11428E+11,Bangalore,Madhya Pradesh,16-11-2024,26-11-2024,Delivered,XpressBees,,1,Bisleri Water Bottle 250ml,250ml,138,19,2622,0.11,Credit Card,Failed,3.4,4589
ORD11542,1650,Patrick Banik,Other,54,Online,yatan79@example.org,9.16482E+11,Gangtok,West Bengal,13-11-2024,18-11-2024,Returned,XpressBees,Late Delivery,1,Bisleri Water Bottle 250ml,250ml,138,15,2070,0.1,Cash on Delivery,Failed,4.9,11344
ORD11543,9014,Caleb Chaudhuri,Female,57,Online,ubika37@example.org,2139574380,Madhyamgram,Uttar Pradesh,03-06-2025,10-06-2025,Delivered,EcomExpress,,4,Bisleri Water Bottle 2L,2L,29,19,551,0.26,Net Banking,Pending,4.2,7261
ORD11544,2969,Lavanya Wali,Other,26,Online,ishwar30@example.net,396363589,Bareilly,Uttar Pradesh,11-05-2025,20-05-2025,Delivered,Ekart,,1,Bisleri Water Bottle 250ml,250ml,138,17,2346,0.26,Debit Card,Pending,2.5,14447
ORD11545,6858,Udant Saha,Male,28,Retail,vdoctor@example.net,9.15684E+11,Berhampur,West Bengal,08-05-2025,12-05-2025,Pending,EcomExpress,,2,Bisleri Water Bottle 500ml,500ml,26,3,78,0.15,Credit Card,Paid,4.4,4544
ORD11546,5030,Vivaan Sekhon,Male,43,Wholesale,madanleela@example.com,9.12703E+11,Chittoor,Telangana,31-01-2025,06-02-2025,Returned,EcomExpress,Damaged Product,3,Bisleri Water Bottle 1L,1L,113,4,452,0.22,Net Banking,Pending,5,4773
ORD11547,5061,Ganga Narain,Male,52,Wholesale,kchowdhury@example.com,8164351823,Gwalior,West Bengal,11-03-2025,17-03-2025,Delivered,Delhivery,,1,Bisleri Water Bottle 250ml,250ml,138,3,414,0.08,Cash on Delivery,Pending,1.9,19966
ORD11548,6740,Rehaan Mander,Male,60,Wholesale,zarnakorpal@example.com,9.10521E+11,Amaravati,Telangana,15-11-2024,18-11-2024,Returned,BlueDart,Damaged Product,4,Bisleri Water Bottle 2L,2L,29,17,493,0.07,Credit Card,Failed,3.4,5721
ORD11549,5949,Advika Jain,Female,38,Online,elijahbajaj@example.com,3332818564,Ghaziabad,Karnataka,23-06-2025,29-06-2025,Pending,Ekart,,4,Bisleri Water Bottle 2L,2L,29,5,145,0.17,Credit Card,Paid,3.7,3145
ORD11550,4265,Eta Kadakia,Male,48,Online,hiteshsankaran@example.net,9405891328,Kulti,Telangana,23-04-2025,28-04-2025,Returned,Delhivery,Late Delivery,2,Bisleri Water Bottle 500ml,500ml,26,14,364,0.02,Net Banking,Paid,1.9,11801
ORD11551,1283,Upadhriti Tella,Male,57,Online,finn53@example.org,6205396421,Thane,Tamil Nadu,20-05-2025,30-05-2025,Returned,Delhivery,Late Delivery,4,Bisleri Water Bottle 2L,2L,29,16,464,0.14,UPI,Failed,2.6,12012
ORD11552,5433,Divya Sen,Other,54,Retail,radhakrishnanvedhika@example.net,9.15475E+11,Bhind,Tamil Nadu,04-02-2025,10-02-2025,Delivered,EcomExpress,,5,Bisleri Water Bottle 5L,5L,120,11,1320,0.05,Debit Card,Pending,3.3,12871
ORD11553,5530,Nirja Shanker,Female,60,Wholesale,manefalguni@example.net,1493631304,Vijayawada,West Bengal,08-01-2025,10-01-2025,Pending,XpressBees,,4,Bisleri Water Bottle 2L,2L,29,4,116,0.13,Cash on Delivery,Paid,2.9,6227
ORD11554,9068,Chasmum Shan,Other,19,Online,dominicpurohit@example.net,3261314366,Hosur,Karnataka,18-11-2024,24-11-2024,Pending,BlueDart,,4,Bisleri Water Bottle 2L,2L,29,15,435,0.22,Cash on Delivery,Paid,2.9,6850
ORD11555,6611,Mitali Kaul,Male,51,Retail,raghavannirja@example.net,3207580836,Amravati,Rajasthan,15-06-2025,25-06-2025,Delivered,BlueDart,,1,Bisleri Water Bottle 250ml,250ml,138,1,138,0.05,Net Banking,Paid,2.3,11807
ORD11556,1338,Yug Palla,Male,56,Wholesale,avni33@example.net,3842224170,Katihar,Uttar Pradesh,22-04-2025,27-04-2025,Returned,EcomExpress,Customer Cancelled,3,Bisleri Water Bottle 1L,1L,113,15,1695,0.21,Cash on Delivery,Paid,2.4,19038
ORD11557,9139,Jeremiah Nagar,Male,62,Wholesale,om17@example.net,9.13915E+11,Amaravati,Madhya Pradesh,21-12-2024,26-12-2024,Pending,Delhivery,,5,Bisleri Water Bottle 5L,5L,120,1,120,0.09,Credit Card,Paid,1.2,1262
ORD11558,4061,Amruta Dixit,Other,52,Retail,varghesemax@example.org,2772389469,Thanjavur,West Bengal,22-07-2025,23-07-2025,Pending,BlueDart,,1,Bisleri Water Bottle 250ml,250ml,138,20,2760,0.22,Net Banking,Paid,4.7,10410
ORD11559,3303,Laksh Sankar,Male,51,Wholesale,azaan82@example.net,9.17048E+11,Mehsana,Telangana,31-01-2025,10-02-2025,Delivered,XpressBees,,4,Bisleri Water Bottle 2L,2L,29,2,58,0.04,UPI,Failed,4.6,9808
ORD11560,5475,Netra Comar,Female,39,Wholesale,qborde@example.net,9.1045E+11,Hazaribagh,Delhi,23-02-2025,24-02-2025,Returned,BlueDart,Damaged Product,4,Bisleri Water Bottle 2L,2L,29,5,145,0.24,Credit Card,Failed,1.3,6227
ORD11561,6227,Gabriel Viswanathan,Male,35,Online,shivanshvig@example.net,9.19961E+11,Sambalpur,West Bengal,22-06-2025,26-06-2025,Pending,BlueDart,,4,Bisleri Water Bottle 2L,2L,29,10,290,0.19,Debit Card,Paid,3.1,20188
ORD11562,6857,Sarthak Wagle,Male,29,Wholesale,krishabdul@example.com,9.11519E+11,Mysore,Uttar Pradesh,22-03-2025,01-04-2025,Returned,XpressBees,Damaged Product,3,Bisleri Water Bottle 1L,1L,113,19,2147,0.05,Credit Card,Failed,1.6,7461
ORD11563,2610,Orinder Venkataraman,Male,35,Online,ktailor@example.org,663583138,Jammu,Telangana,23-08-2024,24-08-2024,Returned,XpressBees,Damaged Product,1,Bisleri Water Bottle 250ml,250ml,138,5,690,0.21,Cash on Delivery,Failed,4.7,18698
ORD11564,6457,Reva Rajagopalan,Other,36,Retail,bina58@example.org,860413701,Unnao,West Bengal,24-01-2025,25-01-2025,Delivered,EcomExpress,,3,Bisleri Water Bottle 1L,1L,113,17,1921,0.12,Cash on Delivery,Failed,5,5482
ORD11565,8512,Omisha Dua,Male,21,Wholesale,ambleomisha@example.org,9.19215E+11,Surendranagar Dudhrej,Uttar Pradesh,10-05-2025,19-05-2025,Returned,Ekart,Late Delivery,3,Bisleri Water Bottle 1L,1L,113,4,452,0.24,Credit Card,Pending,2.7,4113
ORD11566,5919,Ekta Nath,Other,36,Wholesale,sunderviraj@example.org,6069536613,Mathura,Telangana,09-06-2025,10-06-2025,Returned,Ekart,Damaged Product,3,Bisleri Water Bottle 1L,1L,113,1,113,0.2,Cash on Delivery,Paid,4.7,11770
ORD11567,3575,Wahab Gupta,Male,31,Online,vkohli@example.net,9.13989E+11,Jalna,West Bengal,28-05-2025,29-05-2025,Delivered,XpressBees,,5,Bisleri Water Bottle 5L,5L,120,14,1680,0.1,Credit Card,Pending,5,17372
ORD11568,4191,Ekapad Bansal,Female,47,Online,panini89@example.com,9796223652,Dhule,Karnataka,03-10-2024,12-10-2024,Pending,XpressBees,,2,Bisleri Water Bottle 500ml,500ml,26,7,182,0.02,UPI,Failed,2.5,14971
ORD11569,1509,Dayamai Dixit,Male,29,Retail,haritadara@example.com,8262352400,Ajmer,Madhya Pradesh,08-04-2025,14-04-2025,Delivered,BlueDart,,4,Bisleri Water Bottle 2L,2L,29,9,261,0.28,UPI,Failed,4.5,8423
ORD11570,4955,Noah Choudhary,Other,21,Wholesale,rajuumang@example.net,9.1901E+11,Howrah,Tamil Nadu,08-09-2024,11-09-2024,Pending,XpressBees,,3,Bisleri Water Bottle 1L,1L,113,13,1469,0.11,Cash on Delivery,Pending,1.4,17746
ORD11571,4095,Bhavika Sura,Female,28,Wholesale,balaygeetika@example.com,9.13234E+11,Eluru,Gujarat,11-01-2025,16-01-2025,Pending,XpressBees,,5,Bisleri Water Bottle 5L,5L,120,19,2280,0.05,Credit Card,Pending,2.2,4195
ORD11572,4677,Ekta Chaudhary,Other,44,Retail,gaurikakalita@example.net,9474034450,Nangloi Jat,Telangana,01-10-2024,08-10-2024,Pending,Ekart,,5,Bisleri Water Bottle 5L,5L,120,10,1200,0.26,Credit Card,Failed,4.4,6160
ORD11573,9899,Yatin Dubey,Female,65,Online,anthonydeshmukh@example.org,1172502153,Bettiah,Delhi,30-08-2024,01-09-2024,Delivered,Ekart,,3,Bisleri Water Bottle 1L,1L,113,1,113,0.26,Debit Card,Failed,4.8,12408
ORD11574,9802,Chakrika Mannan,Male,42,Retail,naidukiaan@example.net,9.12419E+11,Firozabad,Delhi,28-09-2024,30-09-2024,Delivered,XpressBees,,1,Bisleri Water Bottle 250ml,250ml,138,19,2622,0.23,Debit Card,Pending,3,9514
ORD11575,3573,Isaiah Goda,Male,21,Online,bhatnagaryoshita@example.com,6008445991,Bhilai,Madhya Pradesh,01-05-2025,09-05-2025,Delivered,XpressBees,,2,Bisleri Water Bottle 500ml,500ml,26,17,442,0.17,Cash on Delivery,Failed,4.9,10406
ORD11576,8051,Yashawini Rastogi,Female,58,Retail,murtylakshmi@example.org,9.16647E+11,Gopalpur,Rajasthan,19-11-2024,28-11-2024,Delivered,Ekart,,3,Bisleri Water Bottle 1L,1L,113,7,791,0.28,Net Banking,Pending,1.6,7731
ORD11577,2837,Advika Kara,Male,32,Wholesale,pallayashodhara@example.net,8587505683,Guwahati,Rajasthan,03-10-2024,05-10-2024,Returned,BlueDart,Damaged Product,5,Bisleri Water Bottle 5L,5L,120,14,1680,0.2,Debit Card,Paid,3.1,2673
ORD11578,8042,Yatin Dhingra,Female,57,Wholesale,lokeanay@example.com,1882669952,Kota,Telangana,02-03-2025,08-03-2025,Pending,EcomExpress,,2,Bisleri Water Bottle 500ml,500ml,26,10,260,0.01,Debit Card,Paid,2.3,9312
ORD11579,7328,Ekansh Gokhale,Other,60,Retail,ramaimaran@example.org,9005795163,Bellary,Tamil Nadu,13-04-2025,15-04-2025,Returned,Delhivery,Late Delivery,4,Bisleri Water Bottle 2L,2L,29,5,145,0.28,Net Banking,Failed,4,11168
ORD11580,6499,Vihaan Aurora,Male,40,Wholesale,ltandon@example.com,9755475987,Bahraich,Uttar Pradesh,28-07-2025,04-08-2025,Returned,Delhivery,Damaged Product,2,Bisleri Water Bottle 500ml,500ml,26,18,468,0.11,Credit Card,Pending,1.6,7681
ORD11581,2942,Triya Dugar,Female,62,Online,sachi81@example.org,9.19168E+11,Bangalore,Delhi,01-08-2025,11-08-2025,Returned,XpressBees,Customer Cancelled,3,Bisleri Water Bottle 1L,1L,113,11,1243,0.16,Net Banking,Pending,1.3,8499
ORD11582,6460,Viraj Shah,Female,62,Online,lshankar@example.net,4348582169,Allahabad,West Bengal,23-09-2024,03-10-2024,Pending,Delhivery,,1,Bisleri Water Bottle 250ml,250ml,138,6,828,0.12,Credit Card,Pending,3,18095
ORD11583,8241,Utkarsh Wali,Male,49,Online,kiaan76@example.org,6418154112,Gurgaon,Tamil Nadu,16-06-2025,25-06-2025,Returned,Delhivery,Late Delivery,2,Bisleri Water Bottle 500ml,500ml,26,8,208,0.24,Credit Card,Pending,2.4,13355
ORD11584,6496,Oscar Iyengar,Female,47,Retail,ekanidyal@example.com,4105127391,Mathura,Tamil Nadu,15-06-2025,24-06-2025,Pending,XpressBees,,2,Bisleri Water Bottle 500ml,500ml,26,5,130,0.06,Cash on Delivery,Pending,3.6,11229
ORD11585,2990,Mohammed Parmar,Female,51,Retail,jagratidhingra@example.org,9.17204E+11,Warangal,West Bengal,23-11-2024,03-12-2024,Returned,BlueDart,Other,2,Bisleri Water Bottle 500ml,500ml,26,1,26,0.25,Net Banking,Paid,1.3,7669
ORD11586,2880,Balvan Sha,Other,28,Online,rzacharia@example.com,9481385573,Sambalpur,Delhi,28-06-2025,05-07-2025,Delivered,EcomExpress,,1,Bisleri Water Bottle 250ml,250ml,138,18,2484,0.22,Net Banking,Pending,3.9,5389
ORD11587,6949,Sudiksha Bajwa,Female,56,Wholesale,harinitiwari@example.org,9276701865,Jodhpur,West Bengal,31-01-2025,05-02-2025,Pending,Delhivery,,5,Bisleri Water Bottle 5L,5L,120,6,720,0.09,Cash on Delivery,Pending,4.8,12437
ORD11588,5889,Azad Pai,Female,55,Online,karivedhika@example.org,9.10408E+11,Srikakulam,Telangana,11-02-2025,15-02-2025,Returned,BlueDart,Customer Cancelled,3,Bisleri Water Bottle 1L,1L,113,9,1017,0.29,Net Banking,Pending,2.5,8825
ORD11589,2312,Diya Padmanabhan,Other,28,Retail,tanveer12@example.com,1819076536,Asansol,Karnataka,21-12-2024,22-12-2024,Delivered,EcomExpress,,5,Bisleri Water Bottle 5L,5L,120,17,2040,0.04,Credit Card,Failed,2.8,9937
ORD11590,1874,Advay Mohanty,Male,63,Retail,amol18@example.net,9601195867,Bareilly,Tamil Nadu,07-02-2025,08-02-2025,Pending,Delhivery,,2,Bisleri Water Bottle 500ml,500ml,26,13,338,0.29,UPI,Pending,1.7,17953
ORD11591,7703,Chandani Kant,Male,19,Retail,yatan47@example.org,4736592620,Ludhiana,Tamil Nadu,22-09-2024,24-09-2024,Delivered,Delhivery,,2,Bisleri Water Bottle 500ml,500ml,26,4,104,0.11,Net Banking,Paid,2.3,17165
ORD11592,4338,Leena Hans,Male,62,Wholesale,neha69@example.com,2506790133,New Delhi,Madhya Pradesh,02-04-2025,10-04-2025,Returned,XpressBees,Customer Cancelled,1,Bisleri Water Bottle 250ml,250ml,138,11,1518,0.22,Debit Card,Paid,4.2,6892
ORD11593,4145,Hema Master,Other,30,Retail,pallavi65@example.org,2929594387,Rampur,Rajasthan,09-03-2025,19-03-2025,Delivered,XpressBees,,4,Bisleri Water Bottle 2L,2L,29,9,261,0.1,Net Banking,Paid,1.3,19141
ORD11594,6117,Madhavi Choudhury,Other,23,Wholesale,sankaromaja@example.net,570372965,Bilaspur,Madhya Pradesh,14-06-2025,20-06-2025,Returned,XpressBees,Late Delivery,4,Bisleri Water Bottle 2L,2L,29,9,261,0.28,Cash on Delivery,Pending,1.4,13588
ORD11595,8252,Aayush Ramesh,Other,48,Online,qushibath@example.net,3120703034,Gopalpur,Rajasthan,31-08-2024,03-09-2024,Returned,BlueDart,Damaged Product,3,Bisleri Water Bottle 1L,1L,113,17,1921,0.09,Net Banking,Pending,4.4,10676
ORD11596,5181,Chavvi Banerjee,Female,32,Online,dhora@example.com,7979914569,Amritsar,Telangana,07-03-2025,10-03-2025,Returned,Ekart,Damaged Product,5,Bisleri Water Bottle 5L,5L,120,11,1320,0.23,Net Banking,Pending,1.4,11045
ORD11597,9782,Balvan Mall,Male,38,Retail,narulatanish@example.org,9.16957E+11,Loni,Madhya Pradesh,01-06-2025,08-06-2025,Returned,XpressBees,Damaged Product,1,Bisleri Water Bottle 250ml,250ml,138,11,1518,0.29,UPI,Failed,2.4,11040
ORD11598,7566,Vasudha Biswas,Female,54,Retail,avnikamdar@example.com,9.18978E+11,Udupi,Telangana,08-10-2024,18-10-2024,Delivered,EcomExpress,,4,Bisleri Water Bottle 2L,2L,29,6,174,0.17,Net Banking,Paid,2.1,5412
ORD11599,4043,Upkaar Gera,Other,58,Wholesale,krisha78@example.org,1415234072,Chandigarh,Telangana,14-12-2024,15-12-2024,Pending,Ekart,,4,Bisleri Water Bottle 2L,2L,29,4,116,0.06,UPI,Paid,1.1,1283
